"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"04/29/2025","72","PM2.5","DETROIT-SOUTHWEST (DET-SW)","26-163-0015","AQS","10","45","57","72","21"
"04/30/2025","41","PM2.5","Eliza Howell-NR","26-163-0093","AQS","7","38","19","41","23"
"05/01/2025","52","PM2.5","Eliza Howell-NR","26-163-0093","AQS","9","36","21","52","27"
"05/02/2025","47","PM2.5","Eliza Howell-NR","26-163-0093","AQS","7","41","15","47","16"
"05/03/2025","40","PM2.5","Eliza Howell-NR","26-163-0093","AQS","6","34","6","40","8"
"05/04/2025","37","PM2.5","Eliza Howell-NR","26-163-0093","AQS","6","29","6","37","9"
"05/05/2025","50","PM2.5","Eliza Howell-NR","26-163-0093","AQS","7","36","12","50","19"
"05/06/2025","52","PM2.5","Allen Park","26-163-0001","AQS","9","38","14","52","27"
"05/07/2025","52","PM2.5","DETROIT-SOUTHWEST (DET-SW)","26-163-0015","AQS","9","38","50","52","24"
"05/08/2025","35","Ozone","Oak Park","26-125-0001","AQS","6","35","9","34","10"
"05/09/2025","45","Ozone","Oak Park","26-125-0001","AQS","8","45","19","42","30"
"05/10/2025","77","Ozone","Oak Park","26-125-0001","AQS","9","77","27","53","25"
"05/11/2025","47","PM2.5","Eliza Howell-NR","26-163-0093","AQS","7","45","9","47","15"
"05/12/2025","87","Ozone","New Haven","26-099-0009","AQS","9","87","35","53","34"
"05/13/2025","41","PM2.5","Eliza Howell-NR","26-163-0093","AQS","9","32","9","41","29"
"05/14/2025","49","PM2.5","Eliza Howell-NR","26-163-0093","AQS","10","48","13","49","23"
"05/15/2025","54","PM2.5","Eliza Howell-NR","26-163-0093","AQS","10","50","20","54","24"
"05/16/2025","71","Ozone","Port Huron","26-147-0005","AQS","11","71","33","54","28"
"05/17/2025","42","Ozone","Port Huron","26-147-0005","AQS","8","42","17","39","10"
"05/18/2025","31","Ozone","Allen Park","26-163-0001","AQS","6","31","6","29","10"
"05/19/2025","38","PM2.5","Eliza Howell-NR","26-163-0093","AQS","6","32","13","38","10"
"05/20/2025","41","PM2.5","Eliza Howell-NR","26-163-0093","AQS","7","31","12","41","15"
"05/21/2025","39","PM2.5","Eliza Howell-NR","26-163-0093","AQS","7","23","7","39","20"
"05/22/2025","33","PM2.5","Eliza Howell-NR","26-163-0093","AQS","7","19","6","33","12"
"05/23/2025","31","PM2.5","Eliza Howell-NR","26-163-0093","AQS","6","20","8","31","15"
"05/24/2025","41","PM2.5","Eliza Howell-NR","26-163-0093","AQS","9","30","7","41","27"
"05/25/2025","54","PM2.5","Eliza Howell-NR","26-163-0093","AQS","11","37","16","54","26"
"05/26/2025","55","PM2.5","Eliza Howell-NR","26-163-0093","AQS","9","42","11","55","20"
"05/27/2025","53","PM2.5","Eliza Howell-NR","26-163-0093","AQS","7","43","20","53","23"
"05/28/2025","39","PM2.5","Eliza Howell-NR","26-163-0093","AQS","9","33","9","39","18"
"05/29/2025","53","PM2.5","Eliza Howell-NR","26-163-0093","AQS","10","39","17","53","20"
"05/30/2025","52","PM2.5","DETROIT-SOUTHWEST (DET-SW)","26-163-0015","AQS","9","44","20","52","28"
"05/31/2025","44","PM2.5","Eliza Howell-NR","26-163-0093","AQS","8","40","18","44","28"
"06/01/2025","53","PM2.5","Eliza Howell-NR","26-163-0093","AQS","9","42","10","53","27"
"06/02/2025","74","Ozone","Port Huron","26-147-0005","AQS","11","74","28","58","31"
"06/03/2025","108","Ozone","Port Huron","26-147-0005","AQS","13","108","50","77","40"
"06/04/2025","94","PM2.5","Port Huron","26-147-0005","AQS","13","61","53","94","28"
"06/05/2025","143","PM2.5","Port Huron","26-147-0005","AQS","10","45","54","143","32"
"06/06/2025","152","PM2.5","TRINITY ST MARKS - Gordy Howe International Bridge (GHIB)","26-163-0099","AQS","10","67","62","152","28"
"06/07/2025","88","PM2.5","Port Huron","26-147-0005","AQS","10","64","31","88","27"
"06/08/2025","107","PM2.5","Oak Park","26-125-0001","AQS","10","51","47","107","20"
"06/09/2025","85","PM2.5","Eliza Howell-NR","26-163-0093","AQS","10","74","44","85","28"
"06/10/2025","66","PM2.5","Eliza Howell-NR","26-163-0093","AQS","10","47","30","66","25"
"06/11/2025","119","Ozone","Port Huron","26-147-0005","AQS","11","119","49","80","27"
"06/12/2025","81","PM2.5","DP4th - Detroit Police 4th Precinct (near GHIB)","26-163-0098","AQS","11","44","38","81","24"
"06/13/2025","55","PM2.5","Eliza Howell-NR","26-163-0093","AQS","9","38","23","55","23"
"06/14/2025","54","PM2.5","Eliza Howell-NR","26-163-0093","AQS","9","47","14","54","20"
"06/15/2025","56","PM2.5","Eliza Howell-NR","26-163-0093","AQS","8","54","16","56","21"
"06/16/2025","58","PM2.5","Eliza Howell-NR","26-163-0093","AQS","11","51","25","58","26"
"06/17/2025","67","Ozone","Port Huron","26-147-0005","AQS","13","67","23","56","23"
"06/18/2025","54","PM2.5","Eliza Howell-NR","26-163-0093","AQS","11","44","29","54","22"
"06/19/2025","41","Ozone","East 7 Mile","26-163-0019","AQS","9","41","10","31","22"
"06/20/2025","55","PM2.5","Eliza Howell-NR","26-163-0093","AQS","11","46","20","55","32"
"06/21/2025","61","Ozone","Port Huron","26-147-0005","AQS","11","61","31","58","22"
"06/22/2025","59","PM2.5","Eliza Howell-NR","26-163-0093","AQS","10","54","32","59","12"
"06/23/2025","67","Ozone","Port Huron","26-147-0005","AQS","10","67","48","65","26"
"06/24/2025","62","PM2.5","PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS","26-163-0033","AQS","10","50","44","62","23"
"06/25/2025","57","PM2.5","Eliza Howell-NR","26-163-0093","AQS","10","44","22","57","37"
"06/26/2025","77","Ozone","Port Huron","26-147-0005","AQS","14","77","19","57","32"
"06/27/2025","61","Ozone","WARREN - FIRE STATION 29900 HOOVER AT COMMON","26-099-1003","AQS","11","61","43","58","18"
"06/28/2025","35","Ozone","WARREN - FIRE STATION 29900 HOOVER AT COMMON","26-099-1003","AQS","9","35","11","31","18"
"06/29/2025","80","Ozone","Port Huron","26-147-0005","AQS","11","80","15","52","26"
"06/30/2025","55","PM2.5","PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS","26-163-0033","AQS","10","42","21","55","22"
"07/01/2025","48","Ozone","East 7 Mile","26-163-0019","AQS","9","48","16","43","26"
"07/02/2025","59","PM2.5","DETROIT-SOUTHWEST (DET-SW)","26-163-0015","AQS","10","49","22","59","27"
"07/03/2025","65","PM2.5","Port Huron","26-147-0005","AQS","9","54","25","65","18"
"07/04/2025","82","PM2.5","Eliza Howell-NR","26-163-0093","AirNow","11","74","27","82","18"
"07/05/2025","116","PM2.5","Eliza Howell-NR","26-163-0093","AirNow","13","97","30","116","18"
"07/06/2025","87","Ozone","Port Huron","26-147-0005","AQS","10","87","31","62","12"
"07/07/2025","29","PM2.5","Port Huron","26-147-0005","AQS","10","24","12","29","16"
"07/08/2025","74","Ozone","WARREN - FIRE STATION 29900 HOOVER AT COMMON","26-099-1003","AQS","11","74","31","72","21"
"07/09/2025","59","PM2.5","DP4th - Detroit Police 4th Precinct (near GHIB)","26-163-0098","AQS","11","47","20","59","25"
"07/10/2025","71","Ozone","New Haven","26-099-0009","AQS","10","71","19","58","25"
"07/11/2025","67","Ozone","Port Huron","26-147-0005","AQS","13","67","25","58","31"
"07/12/2025","61","PM2.5","TRINITY ST MARKS - Gordy Howe International Bridge (GHIB)","26-163-0099","AQS","11","46","31","61","26"
"07/13/2025","83","PM2.5","Port Huron","26-147-0005","AQS","14","50","20","83","17"
"07/14/2025","110","PM2.5","Port Huron","26-147-0005","AQS","10","97","41","110","37"
"07/15/2025","166","Ozone","WARREN - FIRE STATION 29900 HOOVER AT COMMON","26-099-1003","AQS","14","166","60","127","39"
"07/16/2025","72","PM2.5","Port Huron","26-147-0005","AQS","13","45","31","72","30"
"07/17/2025","31","PM2.5","TRINITY ST MARKS - Gordy Howe International Bridge (GHIB)","26-163-0099","AQS","10","30","15","31","13"
